SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
Killshot,Eminem,83,0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,187436
The Monster,Eminem,75,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,246587
Fall,Eminem,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
Fall,Eminem,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",Arijit Singh,54,0.79,0.625,0,-6.691,1,0.068,0.00127,0.000807,0.0786,0.773,128.975,318052
Into Your Arms (feat. Ava Max),Witt Lowry,62,0.78,0.684,0,-5.758,1,0.0636,0.17,0,0.105,0.732,149.916,173467
"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",Arijit Singh,77,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69E-05,0.161,0.536,119.986,219160
734,Juice WRLD,80,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220883
WITHOUT YOU,The Kid LAROI,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853
RAPSTAR,Polo G,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,78,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500
Knock Knock,SoFaygo,0,0.69,0.809,2,-4.198,1,0.0603,0.524,0,0.147,0.864,123.912,190800
Knock Knock,SoFaygo,75,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,198947
People Watching,Conan Gray,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Talking to the Moon,Bruno Mars,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624
Shiv Tandav Stotram,Shankar Mahadevan,78,0.67,0.668,3,-4.306,0,0.0422,0.536,0,0.133,0.608,88.033,179053
The Imitation Game,Alexandre Desplat,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,221176
Time,Hans Zimmer,96,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,212000
Light of the Seven,Ramin Djawadi,85,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,132780
Astronaut In The Ocean,Masked Wolf,62,0.273,0.102,0,-16.843,0,0.0494,0.903,0.721,0.268,0.0583,120.378,589095
Knock Knock,SoFaygo,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0,0.346,0.683,125.935,139729
24 (feat. Lil Baby),Money Man,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
MONTERO (Call Me By Your Name),Lil Nas X,61,0.329,0.45,2,-6.312,0,0.0405,0.594,0,0.13,0.284,80.095,262987
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,77,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189
OUT WEST (feat. Young Thug),JACKBOYS,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0,0.0981,0.658,124.069,200524
Lie,NF,82,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,228360
ROCKSTAR (feat. Roddy Ricch),DaBaby,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18E-06,0.251,0.305,61.311,135747
Don't Let Me Down,The Chainsmokers,70,0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,168649
Sexy Bitch (feat. Akon),David Guetta,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
More Than You Know,Axwell /\ Ingrosso,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Leave Before You Love Me (with Jonas Brothers),Marshmello,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960
Symphony (feat. Zara Larsson),Clean Bandit,85,0.718,0.422,4,-9.115,0,0.0621,0.0764,0,0.17,0.455,144.678,207027
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,85,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,241688
Lose Somebody,Kygo,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960
Perfect Strangers,Jonas Blue,53,0.28,0.745,2,-4.523,1,0.0929,0.326,0,0.0933,0.186,80.687,223399
Kiss Me More (feat. SZA),Doja Cat,53,0.28,0.745,2,-4.523,1,0.0929,0.326,0,0.0933,0.186,80.687,223399
You Know You Like It,DJ Snake,53,0.28,0.745,2,-4.523,1,0.0929,0.326,0,0.0933,0.186,80.687,223399
Feels,Jax Jones,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
By Your Side (feat. Tom Grennan),Calvin Harris,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
Body Back (feat. Maia Wright) - Deniz Koyu Remix,Gryffin,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
Family,The Chainsmokers,76,0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078,202193
Timber (feat. Ke$ha),Pitbull,80,0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,191840
No Lie,Sean Paul,62,0.78,0.684,0,-5.758,1,0.0636,0.17,0,0.105,0.732,149.916,173467
Dirty Dancer,Enrique Iglesias,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606
WOW (with Emma Steinbakken),Matoma,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606
Sometimes,DallasK,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0,0.346,0.683,125.935,139729
"Alone, Pt. II",Alan Walker,87,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886
Hope,The Chainsmokers,88,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280
Silence,Marshmello,86,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,161385
Silence,Marshmello,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0,0.116,0.315,156.822,196147
Silence,Marshmello,76,0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,147800
Talking to the Moon,Bruno Mars,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0,0.346,0.683,125.935,139729
The Way You Felt,Alec Benjamin,56,0.534,0.863,0,-4.616,1,0.0357,0.0152,0.0167,0.144,0.374,98.006,313163
u love u (with Tate McRae),blackbear,61,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290
u love u (with Tate McRae),blackbear,83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62E-05,0.11,0.152,75.602,285634
Drag Me Down,One Direction,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Drag Me Down,One Direction,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Push & Pull,Georgia Webster,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Love Yourself,Justin Bieber,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
drivers license,Olivia Rodrigo,79,0.758,0.712,7,-3.781,1,0.112,0.0185,0,0.0677,0.795,149.998,193387
Look What You Made Me Do,Taylor Swift,80,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.351,0.325,160.048,199758
Arcade,Duncan Laurence,54,0.649,0.758,10,-5.647,0,0.0581,0.0364,4.12E-05,0.36,0.737,120.001,167811
She Gets the Flowers,Beth McCarthy,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Just My Type,The Vamps,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,198040
Two of Us,Louis Tomlinson,89,0.345,0.941,9,-9.918,1,0.0466,3.84E-05,0.633,0.0511,0.407,179.626,147062
deja vu,Olivia Rodrigo,87,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096
i don't want to watch the world end with someone else,Clinton Kane,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624
Night Changes,One Direction,78,0.658,0.445,0,-8.749,0,0.154,0.161,0,0.0845,0.513,174.111,103240
People Watching,Conan Gray,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
Astronomy,Conan Gray,86,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627
Astronomy,Conan Gray,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,66,0.272,0.281,10,-8.131,1,0.0307,0.618,0,0.111,0.152,138.856,305893
If I Can't Have You,Shawn Mendes,86,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107
Say My Name,David Guetta,75,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,246587
Hear Me Say,Jonas Blue,68,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,250707
Hear Me Say,Jonas Blue,74,0.597,0.595,9,-7.328,1,0.226,0.563,2.06E-06,0.291,0.592,169.81,186359
In the Name of Love,Martin Garrix,83,0.587,0.561,0,-6.569,1,0.146,0.0466,0,0.109,0.351,80.009,243187
Never Be Lonely,Gigi D'Agostino,61,0.702,0.0474,3,-15.198,0,0.526,0.00516,1.22E-06,0.147,0.175,102.983,52062
Leave Before You Love Me (with Jonas Brothers),Marshmello,76,0.458,0.571,4,-6.739,1,0.0949,0.535,0.000305,0.0846,0.586,110.013,297000
The Best Days (feat. Tabitha),Sam Feldt,64,0.534,0.491,10,-7.945,1,0.0545,0.849,0,0.192,0.428,105.989,128313
What's Up,Gaullin,59,0.677,0.808,9,-5.307,0,0.0504,0.432,0.285,0.141,0.273,124.984,201720
Faded,Alan Walker,52,0.543,0.377,1,-7.609,1,0.0257,0.722,0,0.11,0.292,90.024,302340
Roses,The Chainsmokers,92,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400
Feel Good (feat. Daya),Gryffin,64,0.589,0.885,4,-3.4,1,0.035,0.545,0,0.132,0.831,91.01,586076
By Your Side,Jonas Blue,81,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661
Sexy Bitch (feat. Akon),David Guetta,76,0.738,0.621,0,-7.313,1,0.0486,0.424,7.39E-06,0.692,0.715,113.968,136839
Through The Storm,Don Diablo,74,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,187453
We Don't Care,Sigala,72,0.349,0.446,1,-11.327,1,0.0522,0.827,0.00722,0.0808,0.141,79.338,237794
Imagine - Tiësto Remix,Ben Platt,64,0.589,0.885,4,-3.4,1,0.035,0.545,0,0.132,0.831,91.01,586076
My Way,Calvin Harris,83,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229526
Scared to Be Lonely,Martin Garrix,85,0.718,0.422,4,-9.115,0,0.0621,0.0764,0,0.17,0.455,144.678,207027
I'm Not Mad,Halsey,88,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173
Somebody That I Used To Know - 4FRNT Remix,Gotye,92,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400
Treat You Better,Shawn Mendes,81,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13E-06,0.113,0.584,115.884,190779
Hold On,Justin Bieber,62,0.524,0.726,8,-6.628,1,0.0941,0.0705,0.0192,0.0877,0.146,107.4,690732
Payphone,Maroon 5,75,0.595,0.656,7,-7.868,1,0.247,0.148,0,0.47,0.416,99.811,242400
Ode To My Family,The Cranberries,75,0.595,0.656,7,-7.868,1,0.247,0.148,0,0.47,0.416,99.811,242400
Higher Power,Coldplay,66,0.497,0.587,5,-6.097,1,0.034,0.475,0,0.172,0.391,150.104,169574
Shots,Imagine Dragons,69,0.703,0.461,5,-10.581,0,0.0341,0.402,9.75E-05,0.114,0.39,99.941,187919
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,65,0.755,0.738,8,-5.537,0,0.035,0.0138,0,0.137,0.467,113.022,172748
Jar of Hearts,Christina Perri,70,0.66,0.755,0,-4.501,0,0.0469,0.0876,0,0.102,0.862,145.948,156368
"Gone, Gone, Gone",Phillip Phillips,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Hall of Fame (feat. will.i.am),The Script,77,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189
Secrets,OneRepublic,10,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,144935
Sweater Weather,The Neighbourhood,52,0.9,0.649,2,-6.365,1,0.197,0.00378,2.06E-06,0.0873,0.658,93.99,173640
idfc,blackbear,54,0.561,0.247,8,-12.877,0,0.327,0.269,7.28E-06,0.132,0.288,125.707,188120
See You Again (feat. Charlie Puth),Wiz Khalifa,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18E-06,0.251,0.305,61.311,135747
Daddy Issues,The Neighbourhood,71,0.741,0.667,10,-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,223504
Daddy Issues,The Neighbourhood,67,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,339023
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,76,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24E-06,0.372,0.699,90.988,192745
Payphone,Maroon 5,87,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886
Talking to the Moon,Bruno Mars,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Payphone,Maroon 5,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040
Element,Pop Smoke,83,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373
Payphone,Maroon 5,71,0.703,0.703,1,-4.672,1,0.133,0.605,0,0.12,0.697,76.017,183783
XO,EDEN,84,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,159382
Heather,Conan Gray,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,205485
WITHOUT YOU,The Kid LAROI,54,0.649,0.758,10,-5.647,0,0.0581,0.0364,4.12E-05,0.36,0.737,120.001,167811
Stitches,Shawn Mendes,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,189323
Chandelier,Sia,75,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,179405
Perfect Strangers,Jonas Blue,0,0.548,0.805,7,-5.732,1,0.351,0.212,0.000405,0.408,0.649,142.096,216387
New Rules,Dua Lipa,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Treat You Better,Shawn Mendes,86,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,218147
I Want You To Know,Zedd,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040
Tick Tock (feat. 24kGoldn),Clean Bandit,83,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293
Don't Start Now,Dua Lipa,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040
Sweet but Psycho,Ava Max,83,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267
Jar of Hearts,Christina Perri,71,0.47,0.709,7,-4.563,1,0.0299,0.00124,0.00121,0.302,0.247,98.036,241360
Hold On,Justin Bieber,83,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960
Hold On,Justin Bieber,83,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,198853
Somebody That I Used To Know - 4FRNT Remix,Gotye,84,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,231173
I'm Not Mad,Halsey,57,0.566,0.766,2,-5.036,1,0.0399,0.431,0,0.101,0.547,168.005,233467
My Way,Calvin Harris,79,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,230333
Scared to Be Lonely,Martin Garrix,85,0.718,0.422,4,-9.115,0,0.0621,0.0764,0,0.17,0.455,144.678,207027
Sexy Bitch (feat. Akon),David Guetta,80,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,149297
People Watching,Conan Gray,0,0.523,0.607,1,-4.754,0,0.03,0.512,0,0.106,0.0651,145.837,217867
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
If I Can't Have You,Shawn Mendes,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
Say My Name,David Guetta,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Two of Us,Louis Tomlinson,82,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,285120
Arcade,Duncan Laurence,61,0.807,0.237,11,-8.039,0,0.0411,0.797,0,0.136,0.362,125.044,232947
"Alone, Pt. II",Alan Walker,65,0.739,0.47,0,-7.555,1,0.0269,0.584,0,0.153,0.603,88.017,166897
No Lie,Sean Paul,0,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Astronaut In The Ocean,Masked Wolf,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Light of the Seven,Ramin Djawadi,60,0.762,0.718,1,-5.039,1,0.12,0.105,1.93E-06,0.118,0.718,98.019,207781
Knock Knock,SoFaygo,76,0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078,202193
734,Juice WRLD,81,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661
Fall,Eminem,87,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,297787
"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",Arijit Singh,81,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661
The Monster,Eminem,77,0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,205473
Black Hole,Griff,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762
Centuries,Fall Out Boy,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762
Element,Pop Smoke,80,0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,221440
Selfish Love (with Selena Gomez),DJ Snake,79,0.708,0.843,7,-2.66,1,0.314,0.397,0,0.799,0.625,148.14,363521
I'm a Mess,Bebe Rexha,64,0.652,0.715,0,-5.919,1,0.0388,0.0291,0,0.156,0.617,97.981,191036
Baarishein,Anuv Jain,72,0.835,0.869,10,-4.582,0,0.27,0.248,0,0.462,0.82,140.945,224656
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,75,0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,221013
idfc,blackbear,68,0.671,0.623,2,-7.161,1,0.308,0.00998,7.55E-06,0.643,0.195,75.055,337147
Take Me To Church,Hozier,78,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,322227
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,70,0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,337941
Ae Watan (Male),Arijit Singh,76,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,244679
Ae Watan (Male),Arijit Singh,86,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,210800
Ae Watan (Male),Arijit Singh,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
Life's A Mess II (with Clever & Post Malone),Juice WRLD,78,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,250760
Bandit (with YoungBoy Never Broke Again),Juice WRLD,74,0.893,0.651,0,-8.647,0,0.367,0.0995,0,0.371,0.6,105.835,253580
STAY (with Justin Bieber),The Kid LAROI,77,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189
Life's A Mess (feat. Halsey),Juice WRLD,91,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
Legends,Juice WRLD,91,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
I'm Not Mad,Halsey,80,0.75,0.789,0,-5.058,1,0.0647,0.0148,0,0.501,0.467,135.954,269573
SAD!,XXXTENTACION,81,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,248133
SAD!,XXXTENTACION,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
Knock Knock,SoFaygo,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0,0.314,0.538,125.723,158537
Hope,XXXTENTACION,86,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627
Circles,Post Malone,61,0.648,0.722,0,-4.813,0,0.0427,0.0103,0,0.24,0.389,132.973,228827
WITHOUT YOU,The Kid LAROI,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,221176
734,Juice WRLD,80,0.766,0.709,9,-6.471,0,0.123,0.204,1.41E-05,0.126,0.506,128.07,211853
Party Girl,StaySolidRocky,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
Knock Knock,SoFaygo,91,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
Aaoge Tum Kabhi,The Local Train,81,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,201661
Dil Mere,The Local Train,54,0.649,0.758,10,-5.647,0,0.0581,0.0364,4.12E-05,0.36,0.737,120.001,167811
exile (feat. Bon Iver),Taylor Swift,76,0.63,0.446,1,-8.9,1,0.0351,0.337,0,0.166,0.177,143.078,202193
Hollywood's Bleeding,Post Malone,74,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,240429
Into Your Arms (feat. Ava Max),Witt Lowry,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Two of Us,Louis Tomlinson,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
Life's A Mess II (with Clever & Post Malone),Juice WRLD,61,0.31,0.374,6,-8.464,1,0.0275,0.761,2.46E-05,0.11,0.16,75.938,285640
Kiss Me Thru The Phone,Soulja Boy,84,0.731,0.675,5,-5.134,0,0.0434,0.00473,0,0.141,0.298,124.939,139461
Wolves (feat. Post Malone),Big Sean,60,0.359,0.305,6,-10.295,1,0.0306,0.848,6.74E-05,0.111,0.108,151.956,279893
She Said,FLETCHER,83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62E-05,0.11,0.152,75.602,285634
deja vu,Olivia Rodrigo,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,198040
Heather,Conan Gray,68,0.682,0.363,2,-10.837,1,0.0261,0.699,3.00E-05,0.363,0.203,94.978,154275
Freaks,Surf Curse,86,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107
Leave The Door Open,Bruno Mars,79,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23E-06,0.0888,0.351,172.054,233627
Arcade,Duncan Laurence,80,0.458,0.561,10,-4.819,1,0.0269,0.0965,0,0.156,0.206,149.875,197411
Overwhelmed (Ryan Mack Remix),Ryan Mack,82,0.629,0.328,11,-8.284,1,0.029,0.768,2.50E-05,0.103,0.389,74.953,197732
Talking to the Moon,Bruno Mars,64,0.644,0.48,4,-8.347,1,0.0328,0.244,0.0173,0.0911,0.449,96.953,204747
7 rings,Ariana Grande,0,0.53,0.23,10,-11.254,0,0.134,0.92,0,0.1,0.377,75.759,171728
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,214707
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,0,0.508,0.404,10,-11.092,1,0.0788,0.664,0,0.104,0.129,81.713,216865
Before You Go,Lewis Capaldi,86,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
Jar of Hearts,Christina Perri,86,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
human,Christina Perri,74,0.802,0.737,9,-4.306,1,0.0432,0.309,0,0.0815,0.577,116.955,184103
Change My Clothes,Dream,82,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55E-05,0.0975,0.304,98.967,206061
Hurricane,Kanye West,62,0.442,0.412,10,-10.675,1,0.0377,0.781,0.0237,0.15,0.235,176.019,246136
Donda Chant,Kanye West,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Jail,Kanye West,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0,0.103,0.17,130.218,156267
Donda,Kanye West,74,0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,150867
Close Your Eyes - Spotify Singles,LP Giobbi,64,0.652,0.715,0,-5.919,1,0.0388,0.0291,0,0.156,0.617,97.981,191036
Stay A Little Longer,Anushka Shahaney,64,0.652,0.715,0,-5.919,1,0.0388,0.0291,0,0.156,0.617,97.981,191036
Sweater Weather,The Neighbourhood,83,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373
Shree Hanuman Chalisa,Hariharan,0,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,307440
Without Me,Halsey,75,0.642,0.777,4,-4.809,0,0.094,0.00323,0,0.227,0.413,96.986,214400
Mad at Disney,salem ilese,78,0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,243491
Arcade (feat. FLETCHER),Duncan Laurence,74,0.802,0.755,4,-3.138,0,0.0564,0.0215,0,0.295,0.58,130.027,350320
Umbrella,Ember Island,0,0.895,0.839,0,-4.51,1,0.227,0.217,2.89E-06,0.239,0.754,149.952,286117
Shree Hanuman Chalisa,Hariharan,63,0.588,0.474,1,-7.206,1,0.141,0.144,0,0.112,0.108,127.986,180506
